Location,Date,Hum,Raf,Tmx,Tav,Tmi,landUse,Mosq
KBS,2013-06-19 00:00:00,71.1,0.1,29.6,24.3,20.6,2.0,44.0
KBS,2013-06-20 00:00:00,58.5,0,31.1,25.8,20.9,2.0,0.0
KBS,2013-06-21 00:00:00,57.5,0,31.8,26.6,22.9,2.0,15.0
KBS,2013-06-22 00:00:00,63.9,0,29.6,25.1,22.7,2.0,87.0
KBS,2013-06-23 00:00:00,69.6,0.3,26.2,22.9,20.6,2.0,33.0
KBS,2013-06-24 00:00:00,66.6,0,29.4,23.5,19.6,2.0,153.0
KBS,2013-06-25 00:00:00,58.6,0,29.8,25.1,21.0,2.0,37.0
KBS,2013-06-26 00:00:00,59.8,0.0,29.7,24.5,21.1,2.0,51.0
KBS,2013-06-27 00:00:00,63.1,0,31.8,25.1,20.4,2.0,58.0
KBS,2013-06-28 00:00:00,61.1,1.5,30.6,25.5,21.5,2.0,19.0
KBS,2013-06-29 00:00:00,54.8,0,32.6,27.2,21.8,2.0,35.0
KBS,2013-06-30 00:00:00,60.4,0.2,31.9,27.7,23.4,2.0,0.0
KBS,2013-07-01 00:00:00,58.4,0,31.3,27.1,23.9,2.0,26.0
KBS,2013-07-02 00:00:00,82.5,51.5,27.9,24.3,21.5,2.0,13.0
KBS,2013-07-03 00:00:00,69.1,0,30.7,25.2,20.5,2.0,2000.0
KBS,2013-07-04 00:00:00,84.3,32.5,27.6,24.9,23.1,2.0,2000.0
KBS,2013-07-05 00:00:00,73.4,1.0,30.2,25.6,22.1,2.0,30.0
KBS,2013-07-06 00:00:00,73.0,0,30.6,25.2,21.6,2.0,284.0
KBS,2013-07-07 00:00:00,78.8,3.0,29.5,24.9,22.4,2.0,19.0
KBS,2013-07-08 00:00:00,88.6,68.0,26.3,24.3,22.3,2.0,18.0
KBS,2013-07-09 00:00:00,87.3,6.5,26.2,24.5,23.5,2.0,15.0
KBS,2013-07-10 00:00:00,82.8,1.0,26.1,25.3,24.6,2.0,24.0
KBS,2013-07-11 00:00:00,86.0,14.0,25.1,24.6,23.8,2.0,44.0
KBS,2013-07-12 00:00:00,88.4,74.0,24.3,23.6,23.2,2.0,7.0
KBS,2013-07-13 00:00:00,90.1,165.0,25.6,24.2,22.2,2.0,36.0
KBS,2013-07-14 00:00:00,90.9,23.0,25.4,24.1,23.1,2.0,46.0
KBS,2013-07-15 00:00:00,80.1,3.5,29.1,26.5,23.6,2.0,21.0
KBS,2013-07-16 00:00:00,70.4,1.5,28.8,26.9,25.2,2.0,70.0
KBS,2013-07-17 00:00:00,89.1,18.5,25.7,24.2,23.5,2.0,13.0
KBS,2013-07-18 00:00:00,85.6,26.5,27.7,25.1,23.8,2.0,19.0
KBS,2013-07-19 00:00:00,72.0,0,30.5,26.8,23.3,2.0,0.0
KBS,2013-07-20 00:00:00,72.4,1.0,30.3,27.0,25.3,2.0,0.0
KBS,2013-07-21 00:00:00,78.8,0.5,28.4,26.8,25.6,2.0,0.0
KBS,2013-07-22 00:00:00,81.0,84.5,29.4,26.4,24.1,2.0,0.0
KBS,2013-07-23 00:00:00,87.3,56.5,26.4,25.7,24.7,2.0,5.0
KBS,2013-07-24 00:00:00,79.0,11.5,27.6,24.7,23.2,2.0,5.0
KBS,2013-07-25 00:00:00,71.8,0.0,30.2,26.0,22.9,2.0,16.0
KBS,2013-07-26 00:00:00,70.9,0,31.1,26.5,23.1,2.0,12.0
KBS,2013-07-27 00:00:00,67.8,0.2,31.2,26.2,23.1,2.0,14.0
KBS,2013-07-28 00:00:00,85.5,11.0,26.7,25.3,23.9,2.0,12.0
KBS,2013-07-29 00:00:00,82.3,3.5,29.6,26.5,24.4,2.0,32.0
KBS,2013-07-30 00:00:00,73.9,9.5,29.9,26.3,24.0,2.0,18.0
KBS,2013-07-31 00:00:00,75.4,8.5,29.0,26.4,24.7,2.0,25.0
KBS,2013-08-01 00:00:00,67.3,0,32.1,28.0,24.5,2.0,13.0
KBS,2013-08-02 00:00:00,80.4,7.5,29.3,27.4,25.2,2.0,18.0
KBS,2013-08-03 00:00:00,72.3,0.1,32.6,28.9,26.7,2.0,11.0
KBS,2013-08-04 00:00:00,76.4,4.5,31.3,28.3,26.4,2.0,15.0
KBS,2013-08-05 00:00:00,78.9,7.0,30.1,27.7,26.4,2.0,13.0
KBS,2013-08-06 00:00:00,80.8,45.0,27.6,26.4,23.0,2.0,22.0
KBS,2013-08-07 00:00:00,73.8,0,32.1,28.7,25.0,2.0,20.0
KBS,2013-08-08 00:00:00,73.5,0,32.8,29.3,27.3,2.0,15.0
KBS,2013-08-09 00:00:00,79.9,0.0,30.8,29.2,27.9,2.0,9.0
KBS,2013-08-10 00:00:00,82.4,2.0,29.4,28.0,25.8,2.0,6.0
KBS,2013-08-11 00:00:00,71.8,0,33.2,28.7,24.2,2.0,25.0
KBS,2013-08-12 00:00:00,69.8,0,32.6,29.3,27.1,2.0,31.0
KBS,2013-08-13 00:00:00,65.6,0,32.9,29.0,26.6,2.0,9.0
KBS,2013-08-14 00:00:00,67.1,0,32.0,28.6,26.2,2.0,8.0
KBS,2013-08-15 00:00:00,71.5,0.0,32.4,28.7,25.8,2.0,44.0
KBS,2013-08-16 00:00:00,71.8,4.5,31.7,28.7,26.1,2.0,0.0
KBS,2013-08-17 00:00:00,69.6,0,31.6,28.7,27.1,2.0,3.0
KBS,2013-08-18 00:00:00,72.8,13.0,31.5,28.3,26.0,2.0,7.0
KBS,2013-08-19 00:00:00,68.9,6.0,32.3,28.2,25.7,2.0,5.0
KBS,2013-08-20 00:00:00,62.0,0,32.3,27.4,23.0,2.0,2.0
KBS,2013-08-21 00:00:00,54.9,0,33.9,28.8,24.2,2.0,1.0
KBS,2013-08-22 00:00:00,58.6,0.0,32.3,29.3,26.3,2.0,11.0
KBS,2013-08-23 00:00:00,78.9,35.0,28.7,25.7,23.7,2.0,5.0
KBS,2013-08-24 00:00:00,60.4,0,31.5,26.6,21.9,2.0,26.0
KBS,2013-08-25 00:00:00,52.3,0,32.1,27.1,22.0,2.0,20.0
KBS,2013-08-26 00:00:00,52.3,0,31.6,27.0,22.8,2.0,53.0
KBS,2013-08-27 00:00:00,61.6,0,29.3,25.6,22.5,2.0,35.0
KBS,2013-08-28 00:00:00,59.4,0,30.8,26.4,22.7,2.0,22.0
KBS,2013-08-29 00:00:00,79.1,21.5,26.7,25.5,24.5,2.0,16.0
KBS,2013-08-30 00:00:00,69.6,0,28.3,25.1,22.3,2.0,22.0
KBS,2013-08-31 00:00:00,65.8,2.5,27.9,24.0,21.1,2.0,492.0
KBS,2013-09-01 00:00:00,54.6,0,28.2,23.5,19.8,2.0,26.0
KBS,2013-09-02 00:00:00,49.9,0,26.9,22.4,17.3,2.0,21.0
KBS,2013-09-03 00:00:00,43.5,0,26.8,21.7,16.4,2.0,44.0
KBS,2013-09-04 00:00:00,46.5,0,27.5,22.0,16.4,2.0,4.0
KBS,2013-09-05 00:00:00,52.9,0.0,24.1,21.2,17.9,2.0,2.0
KBS,2013-09-06 00:00:00,59.6,0.0,23.1,20.8,19.0,2.0,9.0
KBS,2013-09-07 00:00:00,61.8,0,26.9,21.9,17.9,2.0,5.0
KBS,2013-09-08 00:00:00,63.4,0,27.9,22.9,18.4,2.0,14.0
KBS,2013-09-09 00:00:00,67.0,0,26.5,23.0,19.8,2.0,11.0
KBS,2013-09-10 00:00:00,76.3,11.5,25.2,22.0,19.1,2.0,6.0
KBS,2013-09-11 00:00:00,90.6,36.5,20.9,20.1,19.1,2.0,7.0
KBS,2013-09-12 00:00:00,80.4,0.5,26.3,23.0,20.3,2.0,17.0
KBS,2013-09-13 00:00:00,87.5,50.0,25.2,22.9,20.9,2.0,7.0
KBS,2013-09-14 00:00:00,81.1,11.5,25.3,23.1,21.5,2.0,12.0
KBS,2013-09-15 00:00:00,59.5,0,28.2,23.4,20.3,2.0,11.0
KBS,2013-09-16 00:00:00,49.3,0,27.0,20.9,15.2,2.0,8.0
KBS,2013-09-17 00:00:00,48.4,0,29.3,22.6,17.0,2.0,8.0
KBS,2013-09-18 00:00:00,54.0,0,31.1,24.4,17.5,2.0,6.0
KBS,2013-09-19 00:00:00,56.0,0,30.2,24.7,20.5,2.0,18.0
KBS,2013-09-20 00:00:00,71.5,0,28.0,23.4,20.1,2.0,60.0
KBS,2013-09-21 00:00:00,66.9,0,27.8,23.8,19.9,2.0,18.0
KBS,2013-09-22 00:00:00,54.9,0.0,27.2,23.1,20.4,2.0,9.0
KBS,2013-09-23 00:00:00,55.6,0,29.0,23.8,18.6,2.0,11.0
KBS,2013-09-24 00:00:00,81.8,4.5,23.9,22.0,20.0,2.0,20.0
KBS,2013-09-25 00:00:00,57.3,0,24.2,19.5,15.3,2.0,5.0
KBS,2013-09-26 00:00:00,36.9,0,22.5,17.3,12.7,2.0,2.0
KBS,2013-09-27 00:00:00,50.9,0,24.0,17.9,10.9,2.0,6.0
KBS,2013-09-28 00:00:00,70.6,4.0,19.9,17.4,15.2,2.0,5.0
KBS,2013-09-29 00:00:00,86.1,19.0,19.7,17.2,14.7,2.0,2.0
KBS,2013-09-30 00:00:00,71.8,1.0,25.5,20.7,18.0,2.0,10.0
KBS,2013-10-01 00:00:00,66.8,0,27.2,21.6,17.2,2.0,19.0
KBS,2013-10-02 00:00:00,58.6,0,22.8,19.4,15.0,2.0,13.0
KBS,2013-10-03 00:00:00,49.1,0,21.3,16.3,11.0,2.0,8.0
KBS,2013-10-04 00:00:00,54.6,0,25.1,17.4,10.7,2.0,7.0
KBS,2013-10-05 00:00:00,48.0,0,28.1,20.0,12.6,2.0,11.0
KBS,2013-10-06 00:00:00,53.5,0.0,25.7,20.8,15.4,2.0,15.0
KBS,2013-10-07 00:00:00,65.9,0,26.9,22.8,19.8,2.0,8.0
KBS,2013-10-08 00:00:00,83.4,3.0,21.8,20.0,18.0,2.0,5.0
KBS,2013-10-09 00:00:00,63.9,0,26.4,20.5,15.5,2.0,6.0
KBS,2013-10-10 00:00:00,71.0,0,26.4,21.1,15.9,2.0,17.0
KBS,2013-10-11 00:00:00,57.5,6.5,20.7,18.1,14.1,2.0,3.0
KBS,2013-10-12 00:00:00,53.8,0,21.5,16.4,11.0,2.0,10.0
KBS,2013-10-13 00:00:00,62.0,0,23.4,17.3,12.2,2.0,21.0
KBS,2013-10-14 00:00:00,63.6,0,24.4,18.3,13.3,2.0,299.0
KBS,2013-10-15 00:00:00,79.4,3.5,17.4,12.0,7.7,2.0,13.0
KBS,2013-10-16 00:00:00,53.1,0,16.8,11.2,6.1,2.0,4.0
KBS,2013-10-17 00:00:00,55.5,0,18.9,12.4,6.8,2.0,5.0
KBS,2013-10-18 00:00:00,54.8,0,20.2,13.6,8.1,2.0,3.0
KBS,2013-10-19 00:00:00,59.1,0,19.5,14.6,9.8,2.0,11.0
KBS,2013-10-20 00:00:00,60.1,0,22.9,16.7,11.7,2.0,21.0
KBS,2014-05-01 00:00:00,60.5,0,22.1,16.0,10.4,2.0,49.0
KBS,2014-05-02 00:00:00,70.9,1.0,24.8,15.7,11.1,2.0,17.0
KBS,2014-05-03 00:00:00,54.6,0,19.3,13.1,8.0,2.0,15.0
KBS,2014-05-04 00:00:00,57.8,0.2,20.5,12.3,8.5,2.0,19.0
KBS,2014-05-05 00:00:00,56.5,0,15.5,11.3,6.8,2.0,8.0
KBS,2014-05-06 00:00:00,45.9,0,19.0,13.1,7.6,2.0,13.0
KBS,2014-05-07 00:00:00,48.3,2.0,22.3,15.7,8.7,2.0,12.0
KBS,2014-05-08 00:00:00,83.9,4.0,19.5,14.5,11.5,2.0,11.0
KBS,2014-05-09 00:00:00,60.8,0,23.8,16.8,9.8,2.0,21.0
KBS,2014-05-10 00:00:00,43.4,0,28.3,20.5,12.9,2.0,31.0
KBS,2014-05-11 00:00:00,54.4,23.0,23.8,18.9,15.9,2.0,25.0
KBS,2014-05-12 00:00:00,79.1,10.0,20.4,16.4,13.6,2.0,36.0
KBS,2014-05-13 00:00:00,69.9,0,25.6,19.2,11.9,2.0,16.0
KBS,2014-05-14 00:00:00,59.1,0,25.9,19.6,15.3,2.0,13.0
KBS,2014-05-15 00:00:00,66.9,0.3,23.7,18.2,14.5,2.0,19.0
KBS,2014-05-16 00:00:00,50.3,0,26.2,19.0,12.3,2.0,19.0
KBS,2014-05-17 00:00:00,48.0,0,26.2,20.0,14.3,2.0,85.0
KBS,2014-05-18 00:00:00,50.1,0,27.1,20.3,13.7,2.0,38.0
KBS,2014-05-19 00:00:00,55.1,0,26.2,20.0,14.1,2.0,28.0
KBS,2014-05-20 00:00:00,45.4,0,28.4,21.5,16.1,2.0,221.0
KBS,2014-05-21 00:00:00,65.3,0,26.5,20.1,15.9,2.0,103.0
KBS,2014-05-22 00:00:00,63.4,0,28.3,20.9,13.6,2.0,14.0
KBS,2014-05-23 00:00:00,68.4,0,27.8,22.0,17.6,2.0,19.0
KBS,2014-05-24 00:00:00,68.8,0,27.9,21.3,16.9,2.0,10.0
KBS,2014-05-25 00:00:00,78.9,21.0,24.9,20.5,18.3,2.0,16.0
KBS,2014-05-26 00:00:00,67.4,1.5,24.7,19.4,16.5,2.0,18.0
KBS,2014-05-27 00:00:00,49.5,0,28.3,22.8,16.7,2.0,19.0
KBS,2014-05-28 00:00:00,60.8,0,29.8,24.0,19.9,2.0,25.0
KBS,2014-05-29 00:00:00,54.6,0,30.9,23.2,17.5,2.0,25.0
KBS,2014-05-30 00:00:00,42.5,0,31.8,24.8,17.3,2.0,16.0
KBS,2014-05-31 00:00:00,50.3,0,33.3,26.2,20.5,2.0,13.0
KBS,2014-06-01 00:00:00,58.1,0,29.9,24.7,20.4,2.0,16.0
KBS,2014-06-02 00:00:00,73.5,2.0,24.6,22.6,20.6,2.0,20.0
KBS,2014-06-03 00:00:00,95.3,33.0,21.0,18.7,17.5,2.0,29.0
KBS,2014-06-04 00:00:00,61.5,0,27.8,22.8,18.7,2.0,19.0
KBS,2014-06-05 00:00:00,58.8,0,26.1,22.9,20.4,2.0,26.0
KBS,2014-06-06 00:00:00,58.9,0,31.1,24.4,18.8,2.0,50.0
KBS,2014-06-07 00:00:00,65.1,0,27.1,23.5,19.7,2.0,45.0
KBS,2014-06-08 00:00:00,75.3,0,24.5,21.4,19.2,2.0,29.0
KBS,2014-06-09 00:00:00,70.8,0,28.7,22.9,18.5,2.0,33.0
KBS,2014-06-10 00:00:00,72.0,5.5,29.3,23.6,20.0,2.0,26.0
KBS,2014-06-11 00:00:00,87.1,19.0,26.9,20.5,18.3,2.0,27.0
KBS,2014-06-12 00:00:00,73.9,0.1,27.1,21.2,17.3,2.0,25.0
KBS,2014-06-13 00:00:00,79.0,0.0,25.8,21.3,18.4,2.0,28.0
KBS,2014-06-14 00:00:00,71.6,0,27.7,22.5,18.3,2.0,17.0
KBS,2014-06-15 00:00:00,69.9,0,28.5,23.2,19.5,2.0,20.0
KBS,2014-06-16 00:00:00,66.4,0,29.0,23.9,19.1,2.0,14.0
KBS,2014-06-17 00:00:00,71.8,3.5,30.7,24.5,21.5,2.0,49.0
KBS,2014-06-18 00:00:00,71.3,0.1,29.1,24.4,20.5,2.0,0.0
KBS,2014-06-19 00:00:00,79.3,0.0,25.6,22.5,20.8,2.0,807.0
KBS,2014-06-20 00:00:00,76.5,1.5,28.6,24.2,20.7,2.0,130.0
KBS,2014-06-21 00:00:00,80.9,8.5,28.2,23.1,19.8,2.0,67.0
KBS,2014-06-22 00:00:00,74.4,0.4,29.0,23.7,20.2,2.0,54.0
KBS,2014-06-23 00:00:00,91.4,24.5,23.2,21.0,19.4,2.0,42.0
KBS,2014-06-24 00:00:00,74.6,0,27.2,22.9,19.4,2.0,63.0
KBS,2014-06-25 00:00:00,74.1,0,29.0,23.8,20.2,2.0,44.0
KBS,2014-06-26 00:00:00,68.0,0,29.5,24.4,20.2,2.0,62.0
KBS,2014-06-27 00:00:00,74.8,0,29.5,24.1,20.6,2.0,75.0
KBS,2014-06-28 00:00:00,71.6,0.0,28.4,23.8,21.3,2.0,34.0
KBS,2014-06-29 00:00:00,70.3,0,29.8,24.1,20.9,2.0,45.0
KBS,2014-06-30 00:00:00,68.0,0,30.2,25.3,21.2,2.0,179.0
KBS,2014-07-01 00:00:00,67.8,0,31.2,26.0,21.1,2.0,157.0
KBS,2014-07-02 00:00:00,77.3,20.5,31.1,25.7,22.1,2.0,117.0
KBS,2014-07-03 00:00:00,85.5,2.0,24.7,22.6,21.4,2.0,242.0
KBS,2014-07-04 00:00:00,62.1,0,32.3,26.8,21.6,2.0,54.0
KBS,2014-07-05 00:00:00,70.4,0,29.7,25.7,22.3,2.0,79.0
KBS,2014-07-06 00:00:00,65.8,0,29.5,25.7,23.0,2.0,141.0
KBS,2014-07-07 00:00:00,61.4,0,33.8,27.1,20.8,2.0,100.0
KBS,2014-07-08 00:00:00,73.0,0.2,29.3,25.9,23.7,2.0,103.0
KBS,2014-07-09 00:00:00,78.3,0.5,33.0,27.6,25.6,2.0,157.0
KBS,2014-07-10 00:00:00,57.9,0,33.6,28.9,24.6,2.0,81.0
KBS,2014-07-11 00:00:00,63.4,0,32.8,27.1,23.0,2.0,64.0
KBS,2014-07-12 00:00:00,74.3,0,29.6,25.3,22.9,2.0,1.0
KBS,2014-07-13 00:00:00,73.4,0,29.4,25.4,23.0,2.0,2.0
KBS,2014-07-14 00:00:00,70.8,0,30.7,26.4,22.8,2.0,3.0
KBS,2014-07-15 00:00:00,69.4,0,32.3,26.8,23.9,2.0,3.0
KBS,2014-07-16 00:00:00,68.4,0,32.2,26.6,23.5,2.0,0.0
KBS,2014-07-17 00:00:00,75.9,0.2,29.6,25.9,23.6,2.0,0.0
KBS,2014-07-18 00:00:00,80.5,1.5,30.6,26.1,22.6,2.0,84.0
KBS,2014-07-19 00:00:00,79.8,0,30.7,27.0,24.7,2.0,94.0
KBS,2014-07-20 00:00:00,75.8,0,33.2,27.9,24.6,2.0,127.0
KBS,2014-07-21 00:00:00,73.9,0,31.6,27.3,24.4,2.0,346.0
KBS,2014-07-22 00:00:00,83.9,16.5,28.2,25.9,24.6,2.0,99.0
KBS,2014-07-23 00:00:00,90.0,55.0,25.2,23.6,21.7,2.0,51.0
KBS,2014-07-24 00:00:00,92.8,48.0,24.5,21.9,19.1,2.0,246.0
KBS,2014-07-25 00:00:00,81.9,59.5,33.7,27.5,22.1,2.0,156.0
KBS,2014-07-26 00:00:00,86.1,2.5,27.3,22.6,20.8,2.0,18.0
KBS,2014-07-27 00:00:00,75.0,0,30.6,25.0,21.4,2.0,76.0
KBS,2014-07-28 00:00:00,71.6,0,31.3,26.6,21.6,2.0,190.0
KBS,2014-07-29 00:00:00,68.4,0,30.1,26.5,23.4,2.0,135.0
KBS,2014-07-30 00:00:00,70.6,0,33.5,28.6,25.0,2.0,124.0
KBS,2014-07-31 00:00:00,75.9,1.5,34.4,28.6,25.8,2.0,60.0
KBS,2014-08-01 00:00:00,63.4,0,34.7,30.2,24.7,2.0,48.0
KBS,2014-08-02 00:00:00,55.0,0.0,35.8,31.4,28.7,2.0,37.0
KBS,2014-08-03 00:00:00,87.6,13.0,30.5,26.5,24.1,2.0,21.0
KBS,2014-08-04 00:00:00,93.0,6.5,29.6,26.4,24.7,2.0,103.0
KBS,2014-08-05 00:00:00,87.5,0.0,29.2,26.6,25.0,2.0,34.0
KBS,2014-08-06 00:00:00,92.4,10.5,26.2,24.4,22.5,2.0,58.0
KBS,2014-08-07 00:00:00,91.1,0.2,27.1,24.7,22.6,2.0,5.0
KBS,2014-08-08 00:00:00,62.3,0,30.6,26.1,21.9,2.0,4.0
KBS,2014-08-09 00:00:00,48.4,0,31.6,26.5,22.3,2.0,1.0
KBS,2014-08-10 00:00:00,79.4,42.5,27.7,23.4,19.6,2.0,1.0
KBS,2014-08-11 00:00:00,78.4,0,28.6,23.7,18.3,2.0,6.0
KBS,2014-08-12 00:00:00,77.8,0,30.4,25.8,22.3,2.0,55.0
KBS,2014-08-13 00:00:00,75.3,0.0,26.7,24.2,22.5,2.0,6.0
KBS,2014-08-14 00:00:00,78.6,0.5,24.2,22.3,21.4,2.0,51.0
KBS,2014-08-15 00:00:00,72.9,0,29.6,24.9,20.9,2.0,37.0
KBS,2014-08-16 00:00:00,73.9,0,31.8,26.1,22.2,2.0,56.0
KBS,2014-08-17 00:00:00,81.1,3.0,25.0,24.0,22.9,2.0,61.0
KBS,2014-08-18 00:00:00,90.0,11.5,24.4,22.3,20.9,2.0,44.0
KBS,2014-08-19 00:00:00,96.6,4.5,25.3,22.3,20.4,2.0,49.0
KBS,2014-08-20 00:00:00,86.0,0.5,28.0,24.8,22.4,2.0,62.0
KBS,2014-08-21 00:00:00,96.5,46.5,24.6,23.1,21.8,2.0,0.0
KBS,2014-08-22 00:00:00,83.4,15.0,28.2,24.7,21.8,2.0,40.0
KBS,2014-08-23 00:00:00,79.5,0.5,29.7,25.2,22.8,2.0,53.0
KBS,2014-08-24 00:00:00,75.5,0.1,30.7,25.6,20.7,2.0,59.0
KBS,2014-08-25 00:00:00,71.8,0.0,28.6,25.9,24.1,2.0,66.0
KBS,2014-08-26 00:00:00,71.4,11.5,29.6,25.4,21.6,2.0,21.0
KBS,2014-08-27 00:00:00,66.8,0,28.6,24.6,21.1,2.0,21.0
KBS,2014-08-28 00:00:00,65.3,0,30.7,25.1,19.8,2.0,27.0
KBS,2014-08-29 00:00:00,71.9,6.5,30.1,25.2,21.0,2.0,52.0
KBS,2014-08-30 00:00:00,71.6,0,30.7,24.6,19.9,2.0,55.0
KBS,2014-08-31 00:00:00,68.6,0,29.0,24.1,20.7,2.0,70.0
KBS,2014-09-01 00:00:00,72.5,1.5,29.7,24.1,20.4,2.0,85.0
KBS,2014-09-02 00:00:00,73.6,6.0,27.7,23.1,19.3,2.0,54.0
KBS,2014-09-03 00:00:00,99.8,57.5,20.6,19.1,17.4,2.0,47.0
KBS,2014-09-04 00:00:00,79.4,0,27.6,22.4,18.0,2.0,19.0
KBS,2014-09-05 00:00:00,76.0,0,29.0,23.8,20.0,2.0,4.0
KBS,2014-09-06 00:00:00,66.9,0,30.8,25.2,20.3,2.0,8.0
KBS,2014-09-07 00:00:00,72.1,0,31.3,25.3,19.8,2.0,3.0
KBS,2014-09-08 00:00:00,75.0,0,30.2,24.8,20.6,2.0,6.0
KBS,2014-09-09 00:00:00,66.5,0,28.2,23.3,19.9,2.0,7.0
KBS,2014-09-10 00:00:00,60.6,0,28.9,22.4,16.7,2.0,3.0
KBS,2014-09-11 00:00:00,61.1,0,29.2,23.3,17.5,2.0,0.0
KBS,2014-09-12 00:00:00,74.9,0.1,26.6,21.3,18.6,2.0,2.0
KBS,2014-09-13 00:00:00,60.9,0,28.3,23.1,18.6,2.0,2.0
KBS,2014-09-14 00:00:00,60.6,0,28.4,23.0,18.2,2.0,1.0
KBS,2014-09-15 00:00:00,64.9,0,27.5,23.1,20.6,2.0,3.0
KBS,2014-09-16 00:00:00,43.8,0,27.0,21.3,15.8,2.0,1.0
KBS,2014-09-17 00:00:00,52.3,0,22.6,20.2,17.6,2.0,1.0
KBS,2014-09-18 00:00:00,56.5,0,27.0,20.6,16.2,2.0,23.0
KBS,2014-09-19 00:00:00,55.0,0,28.4,21.4,14.9,2.0,17.0
KBS,2014-09-20 00:00:00,52.5,0,28.1,21.6,15.4,2.0,48.0
KBS,2014-09-21 00:00:00,61.6,0.0,25.6,20.2,17.5,2.0,62.0
KBS,2014-09-22 00:00:00,57.5,0,27.9,21.4,15.0,2.0,36.0
KBS,2014-09-23 00:00:00,52.1,0,29.0,23.0,18.1,2.0,51.0
KBS,2014-09-24 00:00:00,77.9,6.5,23.8,20.3,18.0,2.0,62.0
KBS,2014-09-25 00:00:00,66.9,0,27.7,22.2,17.7,2.0,58.0
KBS,2014-09-26 00:00:00,78.1,0.0,24.2,21.0,18.6,2.0,93.0
KBS,2014-09-27 00:00:00,79.0,0,25.1,21.4,18.3,2.0,166.0
KBS,2014-09-28 00:00:00,85.5,0.5,24.7,21.7,19.2,2.0,362.0
KBS,2014-09-29 00:00:00,99.0,16.0,20.7,19.4,17.7,2.0,196.0
KBS,2014-09-30 00:00:00,72.5,0,23.7,18.9,15.4,2.0,49.0
KBS,2014-10-01 00:00:00,68.6,0,24.4,19.2,14.9,2.0,24.0
KBS,2014-10-02 00:00:00,89.0,9.0,20.1,18.1,17.1,2.0,42.0
KBS,2014-10-03 00:00:00,74.3,0,20.8,16.1,13.4,2.0,9.0
KBS,2014-10-04 00:00:00,62.0,0,23.0,16.9,11.6,2.0,19.0
KBS,2014-10-05 00:00:00,53.1,0,23.2,17.1,12.5,2.0,19.0
KBS,2014-10-06 00:00:00,57.0,0,22.6,16.6,10.5,2.0,22.0
KBS,2014-10-07 00:00:00,64.8,0,22.5,16.1,11.6,2.0,24.0
KBS,2014-10-08 00:00:00,61.5,0,23.6,16.7,10.0,2.0,19.0
KBS,2014-10-09 00:00:00,60.4,0,25.4,18.6,12.4,2.0,22.0
KBS,2014-10-10 00:00:00,63.3,0,26.3,19.0,12.5,2.0,42.0
KBS,2014-10-11 00:00:00,57.4,0,25.6,19.4,13.6,2.0,5.0
KBS,2014-10-12 00:00:00,48.5,0,29.0,21.2,13.9,2.0,18.0
KBS,2014-10-13 00:00:00,51.9,0,21.7,17.4,11.0,2.0,6.0
KBS,2014-10-14 00:00:00,51.8,0,20.0,13.8,8.5,2.0,0.0
KBS,2014-10-15 00:00:00,60.4,0,20.0,13.8,8.9,2.0,1.0
KBS,2014-10-16 00:00:00,53.8,2.5,18.0,13.2,9.3,2.0,0.0
KBS,2014-10-17 00:00:00,53.8,0,21.2,13.6,6.6,2.0,0.0
KBS,2014-10-18 00:00:00,68.9,0,22.5,15.5,9.4,2.0,7.0
KBS,2014-10-19 00:00:00,61.0,0,22.7,17.0,11.2,2.0,8.0
KBS,2014-10-20 00:00:00,97.8,21.5,17.1,14.4,12.9,2.0,31.0
KBS,2014-10-21 00:00:00,92.8,18.5,15.7,13.8,11.9,2.0,14.0
KBS,2014-10-22 00:00:00,69.0,0,18.7,13.6,10.4,2.0,0.0
KBS,2014-10-23 00:00:00,67.8,0,20.6,13.8,8.5,2.0,3.0
KBS,2014-10-24 00:00:00,78.0,0,21.0,15.1,9.9,2.0,3.0
KBS,2014-10-25 00:00:00,81.1,0,22.2,16.5,12.9,2.0,7.0
KBS,2014-10-26 00:00:00,76.9,0.5,19.9,16.0,11.6,2.0,17.0
KBS,2014-10-27 00:00:00,35.3,0,16.9,10.7,6.1,2.0,2.0
KBS,2014-10-28 00:00:00,43.4,0,19.4,10.2,2.7,2.0,0.0
KBS,2014-10-29 00:00:00,46.4,0,20.8,12.1,4.9,2.0,0.0
KBS,2014-10-30 00:00:00,45.8,0,20.8,14.2,7.7,2.0,1.0
KBS,2014-10-31 00:00:00,62.1,0.2,18.2,15.0,12.8,2.0,6.0
KBS,2014-11-01 00:00:00,63.4,0,22.9,17.3,15.1,2.0,14.0
KBS,2014-11-02 00:00:00,50.5,2.5,15.4,12.0,7.1,2.0,13.0
국회의원회관,2012-05-01 00:00:00,46.1,0,28.3,22.6,17.3,2.0,44.0
국회의원회관,2012-05-02 00:00:00,47.3,0.4,29.1,23.1,19.0,2.0,44.0
국회의원회관,2012-05-03 00:00:00,53.8,0.2,25.4,20.0,17.0,2.0,44.0
국회의원회관,2012-05-04 00:00:00,48.8,0,25.7,19.7,14.3,2.0,44.0
국회의원회관,2012-05-05 00:00:00,42.4,0,24.9,18.8,13.5,2.0,44.0
국회의원회관,2012-05-06 00:00:00,31.9,0,24.1,18.1,13.1,2.0,44.0
국회의원회관,2012-05-07 00:00:00,33.3,0,24.9,18.5,12.2,2.0,44.0
